2026-08-17T18:41:40.156119945Z	INFO	agent	agent/main.go:54	Starting snapshot agent	{"node": "computeinstance-e00cb0qn9h8sqqwd9x", "restricted_namespace": "archvteams-2407-k301ud", "runtime": "containerd"}
2026-08-17T18:52:59.537641571Z	INFO	controller	executor/restore.go:97	=== External restore completed ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "16774534c79e8761cafdb5814bd2be19a0841b8f80291889501d57a94a883e18", "restored_pid": 80, "placeholder_host_pid": 77850, "validation_duration": 0.000079242, "total_duration": 6.22274054}
2026-08-17T18:53:03.32968298Z	INFO	controller	controller/controller.go:498	Restore target detected, triggering external restore	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container": "main"}
2026-08-17T18:53:03.345983066Z	INFO	controller	executor/restore.go:50	=== Starting external restore ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "33b8351e2b726cf22db9cb48d668b0af253b54688bdd5e2ab137c446b55ce112", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "pod": "qwen3-8b-restore", "namespace": "archvteams-2407-k301ud", "container": "main"}
2026-08-17T18:53:03.366857409Z	INFO	nsrestore	executor/nsrestore.go:36	Starting nsrestore workflow	{"checkpoint_path": "/checkpoints/qwen3-8b-k301ud-aio-v1/versions/1", "has_cuda_map": false, "cgroup_root": "/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod1c80589c_82e8_4fca_8a33_4e1cb440d9c1.slice/cri-containerd-33b8351e2b726cf22db9cb48d668b0af253b54688bdd5e2ab137c446b55ce112.scope", "target_pod_ip_present": true}
2026-08-17T18:53:03.369258142Z	INFO	nsrestore	criu/inet_remap.go:94	Configured CRIU INET socket remap	{"source_pod_ip": "10.50.5.26", "target_pod_ip": "10.50.5.121", "remap_file": "/var/criu-work/snapshot-inet-remap-1454808045.map"}
2026-08-17T18:53:03.36929985Z	INFO	nsrestore	runtime/overlay.go:171	Applying rootfs diff	{"target": "/"}
2026-08-17T18:53:07.024496803Z	INFO	nsrestore	criu/restore.go:203	CRIU post-restore: process restored	{"pid": 75}
2026-08-17T18:53:09.577193647Z	INFO	controller	executor/restore.go:71	Restore timing summary	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "33b8351e2b726cf22db9cb48d668b0af253b54688bdd5e2ab137c446b55ce112", "restore": {"duration":"6.214037711s","phases":{"criu_restore_duration":"3.692188356s","cuda_duration":"2.493963989s","host_inspect_duration":"5.590153ms","nsrestore_setup_duration":"22.295213ms"}}}
2026-08-17T18:53:09.577258006Z	INFO	controller	executor/restore.go:83	Restore wall time from agent detection	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "33b8351e2b726cf22db9cb48d668b0af253b54688bdd5e2ab137c446b55ce112", "started_to_restore_complete": 6.247578901}
2026-08-17T18:53:09.57736058Z	INFO	controller	executor/restore.go:97	=== External restore completed ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "33b8351e2b726cf22db9cb48d668b0af253b54688bdd5e2ab137c446b55ce112", "restored_pid": 75, "placeholder_host_pid": 78650, "validation_duration": 0.00009186, "total_duration": 6.231378147}
